123
513.816650	344.269958
513.816528	347.519440
513.816406	347.689087
513.816284	347.990204
513.816162	348.159851
513.816040	350.109009
513.815918	353.358490
513.815796	353.528137
513.815674	353.829254
513.815552	353.998901
511.822113	354.616272
511.821960	354.785919
511.821838	355.087006
511.821716	355.256653
511.817657	357.331207
511.817535	357.457611
511.817413	357.801971
511.817291	357.928375
509.823578	358.383545
509.823456	358.509949
509.823334	358.854279
509.823212	359.550110
509.823090	359.719757
509.822968	360.020844
509.822845	360.190491
509.821960	360.202484
509.821838	360.372131
509.813965	360.507599
509.813812	360.677246
508.822601	360.750092
508.822479	360.919739
508.822357	361.866119
508.822235	362.035767
508.822113	362.336853
508.821960	362.506500
508.809387	362.507355
507.823944	363.034271
507.816681	363.118103
507.816528	363.246002
506.822601	363.444244
506.822479	363.570679
506.822357	363.625549
506.818146	363.841553
506.818024	364.011200
506.814087	364.014221
506.813965	364.140656
506.809509	364.160126
506.809387	364.286560
505.824188	368.690399
503.823334	369.867371
501.823212	370.365906
501.813812	370.428497
501.813690	370.554932
501.808136	370.628357
500.823578	371.307678
500.818756	371.408051
500.818634	371.534485
500.817657	371.571808
500.817535	371.698242
499.812347	371.905975
499.812225	372.057800
499.812103	372.128113
499.811981	372.340546
499.811859	372.492371
499.811737	372.562683
498.814209	372.615936
498.813812	372.697571
498.808899	372.721558
498.808777	372.873383
498.808655	373.281342
497.818024	373.452911
497.816528	374.635071
497.816406	374.786926
497.816284	374.857239
497.816162	375.069641
497.816040	375.221497
497.815918	375.291809
497.814941	375.329041
496.813690	375.333984
496.813568	375.485809
496.813446	375.556122
496.813324	375.768555
496.813202	375.920380
496.813080	375.990692
494.814575	376.126984
494.814453	376.197296
494.813446	376.203796
494.813324	376.355621
494.813202	376.425934
493.813568	376.822754
492.816803	376.830902
492.812958	376.903748
492.810852	376.921600
492.809509	376.985382
492.805939	377.005280
491.817291	377.149323
491.813690	377.257996
490.816925	377.266144
490.813080	377.338989
490.809631	377.420624
490.806061	377.440521
490.803101	377.525452
489.812592	377.552765
489.811493	377.573181
489.809631	377.601624
489.809143	377.634399
489.805542	377.654297
487.814575	377.734619
487.813812	377.742523
487.813690	377.906891
487.812592	377.971191
487.811615	378.008423
487.809143	378.052795
486.813202	378.120667
486.812103	378.184967
486.811096	378.222198
486.808655	378.266571
486.805054	378.286499
484.814087	378.366791
484.813080	378.404022
483.813568	378.580566
483.812592	378.617798
479.807037	378.718475
