60
400.772217	268.295685
397.772949	269.088379
397.768890	269.848206
397.764801	275.164459
397.757233	279.286591
394.767029	279.865143
394.755188	280.446350
393.757416	283.298431
392.768341	284.419983
391.760193	285.108765
390.757599	285.192352
389.770752	285.944275
389.769440	286.637512
388.768524	288.431824
387.761841	289.453369
386.761841	292.746246
383.760742	293.507416
383.759827	293.905975
383.755188	294.912323
382.762024	296.758087
380.762604	297.515747
379.762421	297.621246
379.760010	297.917847
378.761475	298.510101
377.760559	298.675476
376.762024	299.267731
375.761841	299.373260
375.759430	299.669861
374.759247	300.060974
373.762421	300.130920
373.760010	300.427521
372.759827	300.818634
371.760010	300.904938
371.757233	301.220734
371.750549	301.495178
370.765747	301.508209
369.760193	301.681793
369.757782	301.978394
368.773712	301.983917
368.766296	302.265869
368.755737	302.829315
367.748322	303.046082
366.763519	303.059082
366.748505	303.132385
365.771667	303.143677
365.764252	303.425629
365.755920	303.512634
365.753693	303.989075
364.765015	304.496979
362.759064	304.936890
361.765198	305.180298
361.762970	305.656738
359.757050	306.096649
358.756866	306.202179
357.757050	306.574097
352.759247	306.763824
350.750366	306.789520
349.762787	307.137085
349.750732	307.175262
348.763153	307.522827
