54
528.803833	376.649200
528.803223	378.912140
528.800842	381.829010
527.806763	382.197937
527.801575	382.291016
527.799500	382.608551
527.798523	387.144348
525.807190	392.569824
524.803345	392.988342
523.808655	394.444061
523.807312	396.217133
523.807007	396.524719
521.808289	397.073761
521.807678	397.364014
520.804199	397.611145
520.803955	397.918762
519.808411	398.076569
519.808289	398.163879
519.808167	398.384155
519.806152	398.731842
519.805908	399.039429
518.798523	399.163300
517.805664	399.515442
517.805420	399.823029
517.797791	400.200897
516.805420	400.562347
516.801453	400.866333
516.799988	401.570099
514.801575	402.004089
513.805664	402.270386
513.792847	402.366943
513.792603	402.525665
512.808777	402.600616
512.808289	402.908569
512.803589	402.987610
512.796570	403.032379
512.796326	403.191101
511.808655	403.247223
511.801605	403.291992
511.801361	403.450714
510.797150	403.568878
510.796661	403.706116
509.807648	403.980530
509.796783	404.140045
509.796539	404.298798
508.801849	404.399689
508.801605	404.558411
507.807770	404.976746
507.796906	405.136261
507.796661	405.295013
506.801971	405.395905
506.801727	405.554626
501.801971	405.639954
500.801727	405.767090
