89
575.791260	420.197968
575.789368	420.403625
575.789246	420.678680
575.789124	423.630890
575.789001	423.905914
575.788269	423.907715
575.788147	424.182770
574.789368	424.268005
574.787415	424.982391
574.787292	425.257416
574.787170	426.063904
574.787048	426.338959
573.787415	427.154236
573.787292	427.429260
573.787170	428.235748
573.787048	428.510803
573.784180	428.980774
573.784058	429.255829
572.785950	430.071442
572.785034	430.348297
571.794434	430.958160
571.793579	431.235016
571.789124	433.839142
571.788269	434.115967
570.789856	434.284943
570.789001	434.561768
569.791504	434.828308
569.789124	435.402771
569.788269	435.679596
569.783325	435.930328
568.789001	436.219849
568.788147	436.496704
567.789734	436.665649
567.789490	437.089355
567.788635	437.366211
567.783325	437.507294
566.790222	437.535156
566.789368	437.812012
566.789001	437.815521
566.788147	438.092377
565.792847	438.414764
565.792603	439.496277
565.784302	439.985260
565.783447	440.262085
564.791504	441.056915
564.790588	441.333771
563.784302	441.562225
563.783447	441.839081
562.785034	442.008026
562.784180	442.284882
561.784790	442.512665
561.783569	443.450256
561.782715	443.727112
561.778503	443.757843
560.784668	446.355988
560.779358	447.039886
559.786316	447.675018
559.783081	448.526306
559.777405	448.843811
558.788757	449.619690
558.781128	450.330231
557.783447	450.646332
557.782593	450.923187
556.791870	452.167267
556.791016	452.444092
556.779480	452.948486
555.795532	453.653687
555.794678	453.930511
555.783203	454.434906
553.792725	455.137756
553.792236	455.761047
553.791382	456.037872
552.795898	457.247467
552.795044	457.524323
551.797058	457.783630
551.796570	458.406921
551.795654	458.683746
549.799255	458.808990
549.798401	459.085815
547.797302	459.393188
547.794434	460.138214
545.797180	460.540283
544.793335	460.666931
544.792480	461.122864
541.793335	461.401947
541.789734	461.694733
540.791260	462.398224
540.790344	462.854156
538.791382	463.194031
